,barcode,brandcode,rewardsReceiptItemList.finalPrice,rewardsReceiptItemList.itemPrice,rewardsReceiptItemList.needsFetchReview,rewardsReceiptItemList.partnerItemId,rewardsReceiptItemList.preventTargetGapPoints,rewardsReceiptItemList.quantityPurchased,rewardsReceiptItemList.userFlaggedBarcode,rewardsReceiptItemList.userFlaggedNewItem,rewardsReceiptItemList.userFlaggedPrice,rewardsReceiptItemList.userFlaggedQuantity,rewardsReceiptItemList.needsFetchReviewReason,rewardsReceiptItemList.pointsNotAwardedReason,rewardsReceiptItemList.pointsPayerId,rewardsReceiptItemList.rewardsGroup,rewardsReceiptItemList.rewardsProductPartnerId,rewardsReceiptItemList.userFlaggedDescription,rewardsReceiptItemList.originalMetaBriteBarcode,rewardsReceiptItemList.originalMetaBriteDescription,rewardsReceiptItemList.brandCode,rewardsReceiptItemList.competitorRewardsGroup,rewardsReceiptItemList.discountedItemPrice,rewardsReceiptItemList.originalReceiptItemText,rewardsReceiptItemList.itemNumber,rewardsReceiptItemList.originalMetaBriteQuantityPurchased,rewardsReceiptItemList.pointsEarned,rewardsReceiptItemList.targetPrice,rewardsReceiptItemList.competitiveProduct,rewardsReceiptItemList.originalFinalPrice,rewardsReceiptItemList.originalMetaBriteItemPrice,rewardsReceiptItemList.deleted,rewardsReceiptItemList.priceAfterCoupon,rewardsReceiptItemList.metabriteCampaignId,_id.$oid,category,categoryCode,cpg.$id.$oid,cpg.$ref,name,topBrand
0,4011,ITEM NOT FOUND,26.0,26.0,False,1.0,True,5.0,4011.0,True,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10.0,10.0,True,2.0,True,1.0,28400642255.0,True,10.0,1.0,USER_FLAGGED,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS SPICY SWEET CHILI SINGLE SERVE,5332f5fbe4b03c9a25efd0ba,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,,,,,,,,,,,,,,,,,,,,,,,
2,1234,,2.56,2.56,True,2.0,True,3.0,1234.0,True,2.56,3.0,USER_FLAGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,046000832517,"Old El Paso Mild Chopped Green Chiles, 4.5 Oz",10.0,10.0,,0.0,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,OLD EL PASO BEANS & PEPPERS,5332f5f3e4b03c9a25efd0ae,,,,BRAND,,,,,,,,,,,,,,,,,,,,
4,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.0,50.0,True,1.0,,5.0,,,,,POINTS_GREATER_THAN_THRESHOLD,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,50.0,,13562300631.0,1.0,,,,,,,,,,,,,,,
5,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.0,29.0,,1.0,,1.0,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77.0,,,,,,,,,,,,,
6,075925306254,,1.0,1.0,,1.0,,1.0,,,,,,,,KRAFT NATURAL CHEESE - SHREDDED,559c2234e4b06aca36af13c6,,,,,,,,,,,,True,,,,,,,,,,,,
7,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1.0,1.0,,1.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,,,,,,,10.0,800.0,,,,,,,,,,,,,
8,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1.0,1.0,,2.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,NEXXUS HAIR CARE,5332f5f6e4b03c9a25efd0b4,,,,,,,,,,10.0,800.0,,,,,,,,,,,,,
9,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1.0,1.0,False,1.0,True,1.0,79400066619.0,,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4,,80878042197.0,,,,,,,,10.0,800.0,True,,,,,,,,,,,,
10,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
12,071040063102,,0.99,0.99,,1.0,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
13,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
14,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,CLASSICO PESTO,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
15,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,KOOL-AID BURSTS DRINK,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
16,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
17,021000012961,,1.0,1.0,,1.0,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
18,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
19,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
20,021000059232,,10.0,10.0,,1.0,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
21,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
22,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1.0,1.0,,1.0,,1.0,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,,,,,,,,,,,
23,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5.0,5.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
24,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
25,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
26,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
27,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
28,044000000745,-Cheddar,1.0,1.0,,1030.0,,1.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,KRAFT EASY CHEESE,SARGENTO RICOTTA CHEESE,1.0,,44000000745.0,,,,True,,,,,,,,,,,,
29,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
30,021000057832,,1.0,1.0,,1.0,,1.0,,,,,,,,ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,,,,,,,,
31,021000002917,,10.0,10.0,,1.0,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
32,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10.0,10.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER BACON,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
33,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
34,070085046583,,9.99,9.99,,1.0,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,,,,,,,,
35,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
36,021000055920,,1.0,1.0,,1.0,,1.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
37,021000051885,,0.99,0.99,,1.0,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
38,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1.0,1.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
39,043000012871,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,CRYSTAL LIGHT ON THE GO POWDERED DRINK MIX,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
40,043000077467,O THAT'S GOOD Baked Potato Soup 16 OZ,10.0,10.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,O THAT'S GOOD - SOUPS,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
41,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
42,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
43,021000013869,,9.99,9.99,,1.0,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
44,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
45,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
46,043000075821,"MAXWELL HOUSE Indulge Max Coffee Drink Mix, Mocha + Salted Caramel - 12 oz",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAX BY MAXWELL HOUSE INDULGE INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
47,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
48,013120013966,ORE-IDA Diced Hash Brown Potatoes 5 lb. Bag,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,ORE-IDA FROZEN POTATOES,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
49,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS DINNER KIT,559c2234e4b06aca36af13c6,,,,,,,,,,22.8,800.0,,,,,,,,,,,,,
50,070277290107,,1.0,1.0,,1.0,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
51,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,CLASSICO SAUCE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
52,013000993906,"HEINZ Cleaning Vinegar, 1 GAL",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,HEINZ VINEGAR,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
53,043000065198,"GEVALIA KAFFE Caramel Iced Coffee with Almond Milk, 33.8 fl oz",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE ICED COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
54,021000050765,,9.99,9.99,,1.0,,1.0,,,,,,,,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,,,,,,,,
55,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,1.0,,1.0,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,,,,,,,,,,,
56,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,YUBAN COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
57,686924560242,OSCAR MAYER 98% Fat-Free Turkey Breast Shaved 9 OZ 068692456024,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
58,021000051113,,4.55,4.55,,1.0,,1.0,,,,,,,,SARGENTO GRATED PARMESAN CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
59,021000070787,BENIHANA Yakisoba Chicken 26 oz,1.0,1.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
60,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,KOOL-AID BEVERAGE DRINK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
61,044700074602,"OSCAR MAYER Black Forest Chopped Ham Lunchmeat, 16 oz",1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
62,021000007561,,4.66,4.66,,1.0,,4.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
63,043000013229,TASSIMO GEVALIA Cappuccino (BONUS 2-pack with 16 total servings),4.66,4.66,,1.0,,4.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,,,,,,,,,,23.6,800.0,,,,,,,,,,,,,
64,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5.0,5.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,SHAKE 'N BAKE SEASONED COATING MIX,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800.0,,,,,,,,,,,,,
65,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1.0,1.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
66,017696004519,DELIMEX White Meat Chicken Taquitos 66 ct Box,9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,DELIMEX,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
67,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.96,1.96,,1016.0,,2.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,1.96,"PEPSI COLA, 12 OZ. CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK,,,,,,,
68,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,6.9,6.9,,1022.0,,2.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,6.9,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,DORITOS NACHO CHEESE MULTI SERVE,,,,,,,
69,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,4.31,4.31,,1025.0,,1.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,4.31,KLEENEX TRUSTED CARE FACIAL TISSUES,,,43.1,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",,,,,,,
70,044700092408,,9.99,9.99,,1.0,,1.0,,,,,,,,VLASIC PICKLES,5e825d64f221c312e698a62a,,,,,,,,,,,,True,,,,,,,,,,,,
71,043000023440,"Kool-Aid: Soft Drink Mix Singles Grape Unsweetened, 6.6 Oz (Innerpack of 12)",10.0,10.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,KOOL-AID POWDERED DRINK MIX,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
72,029000016187,"PLANTERS Nut Select Cashews Almonds Pecans, 8.25 Ounce",10.0,10.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,PLANTERS MIXED NUTS,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
73,021000001361,PHILADELPHIA Snack BAR Strawberry CheeseC 1 CT 002100000136,9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
74,029000020344,P3 Peanuts Beef Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER P3,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
75,043000009604,COOL WHIP Original Whipped Topping 16 oz,1.0,1.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
76,021000024834,,9.99,9.99,,1.0,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
77,071159020195,"CORN NUTS Ranch - 1.7 oz. bag, 216 per case",9.99,9.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
78,043000204399,"Jell-O Instant Pudding & Pie Filling French Vanilla, 3.4 Oz",1.0,1.0,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
79,021908236865,Goodbelly Probiotic Bar Honey Almond Butter Bar - 1 Count,10.0,10.0,,0.0,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,GOODBELLY BARS,5332f5f3e4b03c9a25efd0ae,,,,BRAND,,,,,,,,,,,,,,,,,,,,
80,043000060544,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",4.55,4.55,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,,,,,,,,,,22.8,800.0,,,,,,,,,,,,,
81,021000034574,,9.99,9.99,,1.0,,1.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,,,,,,,,
82,043000057162,"MIO Liquid Water Enhancer 3-1.62 FL OZ Bottles (Lemonade, Berry Pomegranate, Strawberry Watermelon)",10.0,10.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MIO LIQUID WATER ENHANCER,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
83,044700096284,OSCAR MAYER Natural Applewood Smoked Uncured Ham 8 oz,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
84,686924155783,ITEM NOT FOUND,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,016000156234,Fiber One Oats & Chocolate Chewy Bar - 2 Count,10.0,10.0,,0.0,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,FIBER ONE BARS,5332f5f3e4b03c9a25efd0ae,,,,BRAND,,,,,,,,,,,,,,,,,,,,
86,305210154278,VASELINE COCOA BUTTER SKIN MOISTURIZER LOTION CONDITIONING RP 34.5 OZ,10.0,10.0,,0.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,VASELINE HAND AND BODY LOTION,5332f5f6e4b03c9a25efd0b4,,,,BRAND,,,,,,100.0,,,,,,,,,,,,,,
87,001111132666,DOVE MEN PLUS CARE SOAP 4 CT AQUA IMPACT SP 16 OZ,10.0,10.0,,0.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE BODY WASH AND SOAP,5332f5f6e4b03c9a25efd0b4,,,,BRAND,,,,,,100.0,,,,,,,,,,,,,,
88,089203700016,PURE LEAF CHAMOMILE HERBAL TEA .74 OZ,10.0,10.0,,0.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,PURE LEAF TEA,5332f5f6e4b03c9a25efd0b4,,,,BRAND,,,,,,100.0,,,,,,,,,,,,,,
89,079400245328,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,10.0,10.0,,0.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,,,,BRAND,,,,,,100.0,,,,,,,,,,,,,,
90,001111147332,CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ,10.0,10.0,,0.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,CARESS BODY WASH AND SOAP,5332f5f6e4b03c9a25efd0b4,,,,BRAND,,,,,,100.0,,,,,,,,,,,,,,
91,079400236425,DOVE MEN PLUS CARE ANTIPERSPIRANT EXTRA FRESH 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 2.7 OZ,1.0,1.0,,1.0,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,,,,,,,,,,10.0,800.0,,,,,,,,,,,,,
92,016000493025,Cocoa Puffs Ice Cream Scoops Rte Cereal - Medium Size,1.0,1.0,,2.0,,1.0,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,COCOA PUFFS CEREAL MEDIUM SIZE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,800.0,,,,,,,,,,,,,
93,043000066706,"Jell-O Jigglers Star Wars Strawberry/Berry Blue Mold Kit, 6 pc",0.99,0.99,,1.0,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,,,,,,
94,043000000175,MAXWELL HOUSE International Cafe Flavor Instant Coffee Caffeine Dutch Chocolate Mint Bag 8.5 OZ 004300000017,1.0,1.0,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800.0,,,,,,,,,,,,,
95,043000082294,MAXWELL HOUSE Ground Decaf Original 58.6oz,9.99,9.99,,1.0,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE KEURIG COFFEE PODS,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800.0,,,,,,,,,,,,,
